Time,Click alternative,Participant,Training,Correct target,Click time,Address,Found target,Letters shown,Key pressed,Activated buttons,Found rectangle,Key released,Dwell target,Found confirm,Dwell confirm,Mouse clicked,Clicked button,Dark grey,Dark orange,Violet,Red,Yellow,Dark green,Blue,2nd longest dwell,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,Link centre X,Link centre Y,Link width,Link height,Gaze X,Gaze Y,Calibration Median
16:24:50:971,Letter Assignment,10,0,0,2316,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/sv.htm,,,2316,,,,,,,,,,,,,,,,,,,,,,,,756.8339844,149,21,20,,,45.32175507
16:24:58:627,Letter Assignment,10,0,0,4638,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/a/Alternating_current.htm,,,4638,,,,,,,,,,,,,,,,,,,,,,,,575.7871094,180.5,109,15,,,45.32175507
16:25:07:476,Letter Assignment,10,0,0,5816,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,,,5816,,,,,,,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,,45.32175507
16:25:11:932,Letter Assignment,10,0,1,1435,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,907,0,527,,,,,,,,,,,,,,,,,,,,,,,,88.04478455,422.5,35,15,,,45.32175507
16:25:16:547,Letter Assignment,10,0,1,1599,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Religion.htm,1208,0,390,,,,,,,,,,,,,,,,,,,,,,,,87.92285156,482.5,47,15,,,45.32175507
16:25:23:244,Letter Assignment,10,0,0,3673,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,3242,0,430,,,,,,,,,,,,,,,,,,,,,,,,87.98381805,462.5,41,15,,,45.32175507
16:25:27:964,Letter Assignment,10,0,1,1696,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Mathematicians.htm,1223,0,473,,,,,,,,,,,,,,,,,,,,,,,,464.9853516,897,93,14,,,45.32175507
16:25:32:284,Letter Assignment,10,0,1,1306,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/e/Emmy_Noether.htm,24,0,1281,,,,,,,,,,,,,,,,,,,,,,,,446.5,405.5,109,19,,,45.32175507
16:25:37:461,Letter Assignment,10,0,1,2040,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,1511,0,528,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,45.32175507
16:25:41:493,Letter Assignment,10,0,1,1012,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,554,0,458,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,45.32175507
16:25:45:604,Letter Assignment,10,0,1,1095,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,32,0,1063,,,,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,45.32175507
16:25:50:021,Letter Assignment,10,0,0,1400,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/a/Art_Nouveau.htm,1118,0,281,,,,,,,,,,,,,,,,,,,,,,,,263.5,597.5,91,19,,,45.32175507
16:25:54:549,Letter Assignment,10,0,0,1491,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,1099,0,392,,,,,,,,,,,,,,,,,,,,,,,,87.98381805,462.5,41,15,,,45.32175507
16:25:59:237,Letter Assignment,10,0,1,1664,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,1060,0,603,,,,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,45.32175507
16:26:03:173,Letter Assignment,10,0,1,924,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/c.htm,455,0,468,,,,,,,,,,,,,,,,,,,,,,,,311.2392578,125,29,24,,,45.32175507
16:26:15:813,Letter Assignment,10,0,1,9617,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/u.htm,9115,0,501,,,,,,,,,,,,,,,,,,,,,,,,745.0635986,125,28,24,,,45.32175507
16:26:28:103,Letter Assignment,10,0,1,9266,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/u/United_Nations.htm,1075,4601,747,,,,,,,,,,,,,,,,,,,,,,,,677.2724609,310.5,88,15,,,45.32175507
16:26:37:727,Letter Assignment,10,0,0,6551,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/r/Russian_language.htm,,,6550,,,,,,,,,,,,,,,,,,,,,,,,952.5,704,53,16,,,45.32175507
16:26:41:936,Letter Assignment,10,0,1,1134,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/c/Commonwealth_of_Nations.htm,17,437,678,,,,,,,,,,,,,,,,,,,,,,,,891,698,168,16,,,45.32175507
16:26:49:207,Letter Assignment,10,0,1,4210,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/c/Cyprus.htm,3659,0,550,,,,,,,,,,,,,,,,,,,,,,,,941.319519,509.5,42,15,,,45.32175507
16:26:57:528,Letter Assignment,10,0,1,5131,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/g/Greek_language.htm,4658,0,473,,,,,,,,,,,,,,,,,,,,,,,,636.9921875,259.5,47,19,,,45.32175507
09:54:52:465,Offset Menu,11,0,1,1983,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,421,,,258,1055,248,,,,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,30.57242608
09:54:56:955,Offset Menu,11,0,1,1458,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.Games.htm,447,,,291,438,280,,,,,,,,,,,,,,,,,,,,,464.9873047,723,43,14,,,30.57242608
09:55:02:018,Offset Menu,11,0,1,2046,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,501,,,97,1115,332,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,30.57242608
09:55:06:499,Offset Menu,11,0,1,1453,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,477,,,241,384,350,,,,,,,,,,,,,,,,,,,,,848.9980469,557,59,14,,,30.57242608
09:55:11:490,Offset Menu,11,0,1,1971,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,420,,,167,1065,317,,,,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,30.57242608
09:55:16:147,Offset Menu,11,0,1,1637,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/a/Atmospheric_physics.htm,443,,,121,814,257,,,,,,,,,,,,,,,,,,,,,517.5,611.5,149,19,,,30.57242608
09:55:21:227,Offset Menu,11,0,1,2057,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,820,,,76,931,228,,,,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,,30.57242608
09:55:26:020,Offset Menu,11,0,1,1764,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,420,,,247,836,259,,,,,,,,,,,,,,,,,,,,,88.04478455,422.5,35,15,,,30.57242608
09:55:31:243,Offset Menu,11,0,1,2207,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,409,,,174,1338,284,,,,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,,30.57242608
09:55:36:988,Offset Menu,11,0,0,2725,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,79,,,461,,2183,,,,,,,,,,,,,,,,,,,,,88.04478455,422.5,35,15,,,30.57242608
09:55:42:091,Offset Menu,11,0,1,2085,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,432,,,221,1175,256,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,30.57242608
09:55:46:908,Offset Menu,11,0,1,1789,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,441,,,84,945,318,,,,,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,,30.57242608
09:55:59:109,Offset Menu,11,0,1,9183,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,201,,,1464,1226,2031,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,30.57242608
09:56:03:500,Offset Menu,11,0,1,1372,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,395,,,184,452,339,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,30.57242608
09:56:11:012,Offset Menu,11,0,1,4495,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/g.htm,447,,,8,3594,445,,,,,,,,,,,,,,,,,,,,,410.6357422,125,30,24,,,30.57242608
09:56:18:101,Offset Menu,11,0,1,4036,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/g/George_Eliot.htm,455,,,2000,700,787,,,,,,,,,,,,,,,,,,,,,911.8359375,193.5,76,15,,,30.57242608
09:56:23:861,Offset Menu,11,0,1,2727,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,511,,,663,911,640,,,,,,,,,,,,,,,,,,,,,87.98381805,462.5,41,15,,,30.57242608
09:56:29:046,Offset Menu,11,0,1,2166,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Portal%253AHistory.htm,338,,,675,419,732,,,,,,,,,,,,,,,,,,,,,267.5,517.5,99,19,,,30.57242608
09:56:41:918,Offset Menu,11,0,1,9850,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,424,,,4343,1179,1511,,,,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,,30.57242608
09:56:46:983,Offset Menu,11,0,1,2037,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.Education.htm,476,,,712,468,379,,,,,,,,,,,,,,,,,,,,,272.9990234,651,61,14,,,30.57242608
09:56:51:758,Offset Menu,11,0,1,1760,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/n/Nursery_school.htm,17,,,824,470,448,,,,,,,,,,,,,,,,,,,,,272.5,449.5,109,19,,,30.57242608
09:56:59:102,Offset Menu,11,0,0,4323,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,380,,,575,,3367,,,,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,30.57242608
09:57:05:015,Offset Menu,11,0,1,2886,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/b/Bernhard_Riemann.htm,490,,,1075,893,425,,,,,,,,,,,,,,,,,,,,,845.5,551.5,137,19,,,30.57242608
09:57:10:255,Offset Menu,11,0,1,2209,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,431,,,467,885,425,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,30.57242608
09:57:15:456,Offset Menu,11,0,1,2179,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Pottery.htm,453,,,558,668,498,,,,,,,,,,,,,,,,,,,,,667.5,793.5,53,19,,,30.57242608
09:57:20:679,Offset Menu,11,0,1,2151,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,409,,,422,867,452,,,,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,30.57242608
09:57:26:000,Offset Menu,11,0,1,2286,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Geographers_and_explorers.htm,378,,,1181,339,387,,,,,,,,,,,,,,,,,,,,,656.6396484,705,159,14,,,30.57242608
09:57:31:079,Offset Menu,11,0,1,2054,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,531,,,194,1095,231,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,30.57242608
09:57:36:704,Offset Menu,11,0,1,2606,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,403,,,498,1431,271,,,,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,,30.57242608
09:57:41:960,Offset Menu,11,0,1,2235,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.History.htm,764,,,303,691,475,,,,,,,,,,,,,,,,,,,,,87.98978424,342.5,41,15,,,30.57242608
10:00:29:848,Mouse,11,0,1,1251,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/d/DNA.htm,766,,,,,,,,,484,,,,,,,,,,,,,,,,,905.40625,794.5,37,19,,,30.57242608
10:00:34:128,Mouse,11,0,1,1095,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,3001,,,,,,,,,1095,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,30.57242608
10:00:38:312,Mouse,11,0,1,1158,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,2876,,,,,,,,,1158,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,30.57242608
10:00:42:424,Mouse,11,0,1,1101,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,2092,,,,,,,,,1101,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,30.57242608
10:00:46:257,Mouse,11,0,1,815,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,2512,,,,,,,,,815,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,30.57242608
10:00:50:641,Mouse,11,0,1,1367,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,1654,,,,,,,,,1367,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,,30.57242608
10:00:54:690,Mouse,11,0,1,1032,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Portal%253AAfrica.htm,2102,,,,,,,,,1032,,,,,,,,,,,,,,,,,263,749.5,90,19,,,30.57242608
10:00:59:145,Mouse,11,0,1,1352,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,,,,,,,,,,1352,,,,,,,,,,,,,,,,,463.9184265,125,66,18,,,30.57242608
10:01:03:225,Mouse,11,0,1,1063,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,927,,,,,,,,,1063,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,30.57242608
10:01:07:137,Mouse,11,0,1,892,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,8,,,,,,,,,883,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,30.57242608
10:01:13:280,Mouse,11,0,1,3126,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,2770,,,,,,,,,3126,,,,,,,,,,,,,,,,,656.9990234,557,67,14,,,30.57242608
10:01:17:866,Mouse,11,0,1,1562,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,850,,,,,,,,,712,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,30.57242608
10:01:21:898,Mouse,11,0,1,1008,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Artists.htm,,,,,,,,,,1007,,,,,,,,,,,,,,,,,464.9951172,513,41,14,,,30.57242608
10:01:25:834,Mouse,11,0,1,917,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/m/Mark_Rothko.htm,753,,,,,,,,,164,,,,,,,,,,,,,,,,,264.5,573.5,93,19,,,30.57242608
10:01:29:938,Mouse,11,0,1,986,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/j/Jackson_Pollock.htm,1200,,,,,,,,,985,,,,,,,,,,,,,,,,,616.71875,346.5,117,19,,,30.57242608
10:01:34:203,Mouse,11,0,1,1162,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Artists.htm,,,,,,,,,,1162,,,,,,,,,,,,,,,,,321.5053101,125,43,18,,,30.57242608
10:01:38:050,Mouse,11,0,1,828,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/r/Roman_Vishniac.htm,1733,,,,,,,,,828,,,,,,,,,,,,,,,,,277.5,685.5,119,19,,,30.57242608
10:01:42:283,Mouse,11,0,1,1105,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,2664,,,,,,,,,1105,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,30.57242608
10:01:46:115,Mouse,11,0,1,812,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,1020,,,,,,,,,812,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,30.57242608
10:01:50:402,Mouse,11,0,1,1275,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,1045,,,,,,,,,1275,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,30.57242608
10:01:54:348,Mouse,11,0,1,926,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/c/Constructivism_%2528art%2529.htm,1404,,,,,,,,,926,,,,,,,,,,,,,,,,,288.5,653.5,141,19,,,30.57242608
10:01:58:883,Mouse,11,0,1,1397,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/r/Russia.htm,513,,,,,,,,,883,,,,,,,,,,,,,,,,,946.3515625,154.5,52,19,,,30.57242608
10:02:03:764,Mouse,11,0,1,1417,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,2187,,,,,,,,,1417,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,30.57242608
10:02:07:956,Mouse,11,0,1,1174,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Photography.htm,2019,,,,,,,,,1173,,,,,,,,,,,,,,,,,499.5,793.5,93,19,,,30.57242608
10:02:12:635,Mouse,11,0,1,1435,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,591,,,,,,,,,843,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,30.57242608
10:02:16:509,Mouse,11,0,1,855,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,1017,,,,,,,,,855,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,30.57242608
10:02:21:739,Mouse,11,0,1,2213,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,733,,,,,,,,,1479,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,30.57242608
10:02:25:789,Mouse,11,0,1,1021,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,,,,,,,,,,1020,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,,30.57242608
10:02:29:811,Mouse,11,0,1,1004,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,1800,,,,,,,,,1004,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,30.57242608
10:02:33:900,Mouse,11,0,1,1071,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,1041,,,,,,,,,1071,,,,,,,,,,,,,,,,,273.3271484,749,139,14,,,30.57242608
10:05:26:561,Gaze and Click,11,0,1,3919,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,627,,3291,,,,,,,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,,30.57242608
10:05:34:032,Gaze and Click,11,0,1,4457,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,515,,3941,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,30.57242608
10:05:38:962,Gaze and Click,11,0,1,1913,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,1094,,1913,,,,,,,,,,,,,,,,,,,,,,,,88.13080978,222.5,97,15,,,30.57242608
10:05:43:361,Gaze and Click,11,0,1,1385,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,661,,723,,,,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,30.57242608
10:05:48:233,Gaze and Click,11,0,1,1844,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.Climate_and_the_Weather.htm,476,,1368,,,,,,,,,,,,,,,,,,,,,,,,464.9863281,687,143,14,,,30.57242608
10:05:52:641,Gaze and Click,11,0,0,1382,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,422,,959,,,,,,,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,30.57242608
10:05:56:706,Gaze and Click,11,0,1,1050,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,1983,,1050,,,,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,30.57242608
10:06:00:562,Gaze and Click,11,0,1,836,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.African_Geography.htm,1877,,835,,,,,,,,,,,,,,,,,,,,,,,,272.9882813,495,111,14,,,30.57242608
10:06:04:523,Gaze and Click,11,0,0,912,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,409,,503,,,,,,,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,,30.57242608
10:06:12:682,Gaze and Click,11,0,1,5136,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,393,,4742,,,,,,,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,,30.57242608
10:06:17:363,Gaze and Click,11,0,1,1664,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,1021,,1664,,,,,,,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,30.57242608
10:06:24:419,Gaze and Click,11,0,1,4030,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.History.htm,421,,3608,,,,,,,,,,,,,,,,,,,,,,,,87.98978424,342.5,41,15,,,30.57242608
10:06:31:978,Gaze and Click,11,0,1,4536,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.History.North_American_History.htm,1252,,3284,,,,,,,,,,,,,,,,,,,,,,,,848.6523438,789,137,14,,,30.57242608
10:06:37:587,Gaze and Click,11,0,1,2587,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,613,,1973,,,,,,,,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,,30.57242608
10:06:45:524,Gaze and Click,11,0,1,4920,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,2024,,4920,,,,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,30.57242608
10:06:50:300,Gaze and Click,11,0,0,1764,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,606,,1157,,,,,,,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,30.57242608
10:06:54:508,Gaze and Click,11,0,0,1190,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,2717,,1189,,,,,,,,,,,,,,,,,,,,,,,,87.98381805,462.5,41,15,,,30.57242608
10:06:58:460,Gaze and Click,11,0,1,929,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Computing_People.htm,522,,406,,,,,,,,,,,,,,,,,,,,,,,,273.0019531,705,109,14,,,30.57242608
10:07:02:636,Gaze and Click,11,0,1,1154,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/s/Steve_Jobs.htm,2119,,1154,,,,,,,,,,,,,,,,,,,,,,,,259,451.5,82,19,,,30.57242608
10:07:12:636,Gaze and Click,11,0,1,6789,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,556,,6233,,,,,,,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,,30.57242608
10:07:17:421,Gaze and Click,11,0,1,1761,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.Education.htm,413,,1348,,,,,,,,,,,,,,,,,,,,,,,,272.9990234,651,61,14,,,30.57242608
10:07:23:748,Gaze and Click,11,0,1,3310,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/e/Education.htm,1085,,3310,,,,,,,,,,,,,,,,,,,,,,,,503,289.5,74,19,,,30.57242608
10:07:33:365,Gaze and Click,11,0,1,6326,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,464,,5861,,,,,,,,,,,,,,,,,,,,,,,,88.45417786,382.5,133,15,,,30.57242608
10:07:41:997,Gaze and Click,11,0,1,5605,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,2221,,5605,,,,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,30.57242608
10:07:46:542,Gaze and Click,11,0,1,1529,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,440,,1089,,,,,,,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,30.57242608
10:07:52:909,Gaze and Click,11,0,1,3350,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.Biology.htm,728,,2621,,,,,,,,,,,,,,,,,,,,,,,,273.0009766,549,47,14,,,30.57242608
10:07:58:942,Gaze and Click,11,0,1,2978,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.Biology.Mammals.htm,2035,,2978,,,,,,,,,,,,,,,,,,,,,,,,464.6542969,705,57,14,,,30.57242608
10:08:04:118,Gaze and Click,11,0,1,2154,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,2448,,2153,,,,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,30.57242608
10:08:08:071,Gaze and Click,11,0,1,923,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.Antarctica.htm,667,,255,,,,,,,,,,,,,,,,,,,,,,,,656.65625,495,61,14,,,30.57242608
10:08:13:670,Gaze and Click,11,0,0,2576,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,2807,,2575,,,,,,,,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,,30.57242608
10:14:04:716,Letter Assignment,11,0,0,1992,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,728,0,1263,,,,,,,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,,30.57242608
10:14:09:755,Letter Assignment,11,0,1,2015,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,1256,0,757,,,,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,30.57242608
10:14:14:036,Letter Assignment,11,0,1,1263,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/a/Art_Nouveau.htm,490,0,772,,,,,,,,,,,,,,,,,,,,,,,,263.5,597.5,91,19,,,30.57242608
10:14:18:859,Letter Assignment,11,0,1,1526,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,660,0,865,,,,,,,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,,30.57242608
10:14:23:779,Letter Assignment,11,0,1,1903,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,962,0,940,,,,,,,,,,,,,,,,,,,,,,,,88.45417786,382.5,133,15,,,30.57242608
10:14:28:364,Letter Assignment,11,0,1,1564,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,601,0,961,,,,,,,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,30.57242608
