Time,Click alternative,Participant,Training,Correct target,Click time,Address,Found target,Letters shown,Key pressed,Activated buttons,Found rectangle,Key released,Dwell target,Found confirm,Dwell confirm,Mouse clicked,Clicked button,Dark grey,Dark orange,Violet,Red,Yellow,Dark green,Blue,2nd longest dwell,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,Link centre X,Link centre Y,Link width,Link height,Gaze X,Gaze Y,Calibration Median
15:37:35:308,Offset Menu,5,0,1,1499,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,408,,,252,357,481,,,,,,,,,,,,,,,,,,,,,88.13080978,222.5,97,15,,,22.9484456
15:37:40:116,Offset Menu,5,0,1,1790,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,403,,,355,171,859,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,22.9484456
15:37:44:741,Offset Menu,5,0,1,1600,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.Climate_and_the_Weather.htm,455,,,489,300,355,,,,,,,,,,,,,,,,,,,,,464.9863281,687,143,14,,,22.9484456
15:37:50:580,Offset Menu,5,0,1,2822,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,387,,,475,1557,402,,,,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,,22.9484456
15:37:55:565,Offset Menu,5,0,1,1968,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,401,,,414,231,919,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,22.9484456
15:38:00:269,Offset Menu,5,0,1,1684,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.African_Geography.htm,396,,,383,465,438,,,,,,,,,,,,,,,,,,,,,272.9882813,495,111,14,,,22.9484456
15:38:05:262,Offset Menu,5,0,1,1968,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,399,,,368,828,371,,,,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,,22.9484456
15:38:09:910,Offset Menu,5,0,1,1625,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,420,,,372,430,400,,,,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,,22.9484456
15:38:14:886,Offset Menu,5,0,1,1960,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,431,,,280,350,897,,,,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,22.9484456
15:38:19:414,Offset Menu,5,0,1,1503,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.History.htm,519,,,231,351,400,,,,,,,,,,,,,,,,,,,,,87.98978424,342.5,41,15,,,22.9484456
15:38:24:974,Offset Menu,5,0,1,2536,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.History.North_American_History.htm,599,,,305,1186,444,,,,,,,,,,,,,,,,,,,,,848.6523438,789,137,14,,,22.9484456
15:38:29:774,Offset Menu,5,0,1,1788,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,406,,,438,383,559,,,,,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,,22.9484456
15:38:34:495,Offset Menu,5,0,1,1702,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,424,,,253,469,554,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,22.9484456
15:38:39:158,Offset Menu,5,0,1,1652,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,361,,,427,395,468,,,,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,,22.9484456
15:38:44:335,Offset Menu,5,0,1,2160,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,395,,,325,931,508,,,,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,22.9484456
15:38:49:023,Offset Menu,5,0,1,1663,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Computing_People.htm,459,,,436,176,591,,,,,,,,,,,,,,,,,,,,,273.0019531,705,109,14,,,22.9484456
15:38:53:792,Offset Menu,5,0,1,1756,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/s/Steve_Jobs.htm,349,,,391,674,341,,,,,,,,,,,,,,,,,,,,,259,451.5,82,19,,,22.9484456
15:38:58:543,Offset Menu,5,0,1,1689,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,393,,,544,366,385,,,,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,,22.9484456
15:39:03:104,Offset Menu,5,0,1,1538,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.Education.htm,443,,,302,169,622,,,,,,,,,,,,,,,,,,,,,272.9990234,651,61,14,,,22.9484456
15:39:07:672,Offset Menu,5,0,1,1555,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/e/Education.htm,6,,,709,512,326,,,,,,,,,,,,,,,,,,,,,503,289.5,74,19,,,22.9484456
15:39:12:361,Offset Menu,5,0,1,1568,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,396,,,412,339,420,,,,,,,,,,,,,,,,,,,,,88.45417786,382.5,133,15,,,22.9484456
15:39:16:808,Offset Menu,5,0,1,1423,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,354,,,308,368,390,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,22.9484456
15:39:21:160,Offset Menu,5,0,1,1339,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,421,,,221,372,323,,,,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,22.9484456
15:39:25:601,Offset Menu,5,0,1,1422,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.Biology.htm,412,,,297,329,381,,,,,,,,,,,,,,,,,,,,,273.0009766,549,47,14,,,22.9484456
15:39:30:208,Offset Menu,5,0,1,1583,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.Biology.Mammals.htm,438,,,393,363,388,,,,,,,,,,,,,,,,,,,,,464.6542969,705,57,14,,,22.9484456
15:39:35:129,Offset Menu,5,0,1,1901,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,391,,,301,932,275,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,22.9484456
15:39:39:712,Offset Menu,5,0,1,1557,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.Antarctica.htm,570,,,356,318,313,,,,,,,,,,,,,,,,,,,,,656.65625,495,61,14,,,22.9484456
15:39:44:209,Offset Menu,5,0,1,1485,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.History.htm,629,,,95,425,333,,,,,,,,,,,,,,,,,,,,,87.98978424,342.5,41,15,,,22.9484456
15:42:39:265,Mouse,5,0,1,776,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/m/Multiplication.htm,340,,,,,,,,,435,,,,,,,,,,,,,,,,,344.8515625,474.5,96,19,,,22.9484456
15:42:43:874,Mouse,5,0,1,1510,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/u/United_Kingdom.htm,534,,,,,,,,,976,,,,,,,,,,,,,,,,,634.7109375,812.5,117,19,,,22.9484456
15:42:48:179,Mouse,5,0,1,939,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,1384,,,,,,,,,939,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,,22.9484456
15:42:52:394,Mouse,5,0,1,1183,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/b/Blaise_Pascal.htm,1212,,,,,,,,,1183,,,,,,,,,,,,,,,,,556.5,607.5,99,19,,,22.9484456
15:42:56:818,Mouse,5,0,1,1270,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/c/Catholic_Church.htm,,,,,,,,,,1269,,,,,,,,,,,,,,,,,863.5,642,103,16,,,22.9484456
15:43:01:034,Mouse,5,0,1,1146,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,2346,,,,,,,,,1146,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,22.9484456
15:43:05:250,Mouse,5,0,1,1198,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,1805,,,,,,,,,1198,,,,,,,,,,,,,,,,,87.98381805,462.5,41,15,,,22.9484456
15:43:09:226,Mouse,5,0,1,961,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Portal%253AAsia.htm,1068,,,,,,,,,960,,,,,,,,,,,,,,,,,258,405.5,80,19,,,22.9484456
15:43:13:619,Mouse,5,0,1,1285,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,285,,,,,,,,,1000,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,,22.9484456
15:43:17:554,Mouse,5,0,1,917,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.Companies.htm,2218,,,,,,,,,917,,,,,,,,,,,,,,,,,272.6591797,495,67,14,,,22.9484456
15:43:21:811,Mouse,5,0,1,1242,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,1523,,,,,,,,,1242,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,22.9484456
15:43:26:155,Mouse,5,0,1,1317,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,387,,,,,,,,,929,,,,,,,,,,,,,,,,,88.13080978,222.5,97,15,,,22.9484456
15:43:30:202,Mouse,5,0,1,1033,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,392,,,,,,,,,640,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,,22.9484456
15:43:34:107,Mouse,5,0,1,880,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/b/Bessel_function.htm,1035,,,,,,,,,880,,,,,,,,,,,,,,,,,273.5,579.5,111,19,,,22.9484456
15:43:38:586,Mouse,5,0,1,1067,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,405,,,,,,,,,661,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,22.9484456
15:43:42:764,Mouse,5,0,1,1154,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,483,,,,,,,,,671,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,22.9484456
15:43:47:556,Mouse,5,0,1,1778,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,471,,,,,,,,,1306,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,22.9484456
15:43:51:972,Mouse,5,0,1,1399,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,2113,,,,,,,,,1399,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,22.9484456
15:43:56:307,Mouse,5,0,1,1319,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,1040,,,,,,,,,1318,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,22.9484456
15:44:00:427,Mouse,5,0,1,1104,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/a/Abstract_art.htm,2162,,,,,,,,,1104,,,,,,,,,,,,,,,,,260,569.5,84,19,,,22.9484456
15:44:04:812,Mouse,5,0,1,1354,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,535,,,,,,,,,818,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,22.9484456
15:44:08:940,Mouse,5,0,1,1106,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,2353,,,,,,,,,1106,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,22.9484456
15:44:13:077,Mouse,5,0,1,1124,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/c.htm,,,,,,,,,,1124,,,,,,,,,,,,,,,,,311.2392578,125,29,24,,,22.9484456
15:44:17:596,Mouse,5,0,1,1499,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/u.htm,278,,,,,,,,,1499,,,,,,,,,,,,,,,,,745.0635986,125,28,24,,,22.9484456
15:44:21:693,Mouse,5,0,1,1072,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/u/United_Nations.htm,1038,,,,,,,,,1072,,,,,,,,,,,,,,,,,677.2724609,310.5,88,15,,,22.9484456
15:44:25:948,Mouse,5,0,1,1184,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/e/English_language.htm,1668,,,,,,,,,1184,,,,,,,,,,,,,,,,,950.5,672,49,16,,,22.9484456
15:44:30:412,Mouse,5,0,1,1354,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/c/Commonwealth_of_Nations.htm,,,,,,,,,,1354,,,,,,,,,,,,,,,,,891,698,168,16,,,22.9484456
15:44:34:981,Mouse,5,0,1,1509,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/c/Cyprus.htm,725,,,,,,,,,1509,,,,,,,,,,,,,,,,,941.319519,509.5,42,15,,,22.9484456
15:44:39:909,Mouse,5,0,1,1748,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/g/Greek_language.htm,,,,,,,,,,1748,,,,,,,,,,,,,,,,,636.9921875,259.5,47,19,,,22.9484456
15:44:44:238,Mouse,5,0,1,1278,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/g/Greece.htm,2047,,,,,,,,,1278,,,,,,,,,,,,,,,,,610.796875,250.5,55,19,,,22.9484456
16:11:07:852,Letter Assignment,6,0,1,2549,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,1116,0,1432,,,,,,,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,20.7066267
16:11:13:358,Letter Assignment,6,0,1,2474,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.Games.htm,1218,0,1255,,,,,,,,,,,,,,,,,,,,,,,,464.9873047,723,43,14,,,20.7066267
16:11:17:948,Letter Assignment,6,0,1,1574,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,712,0,861,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,20.7066267
16:11:22:382,Letter Assignment,6,0,1,1404,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,574,0,830,,,,,,,,,,,,,,,,,,,,,,,,848.9980469,557,59,14,,,20.7066267
16:11:27:045,Letter Assignment,6,0,1,1642,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,1057,0,584,,,,,,,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,20.7066267
16:11:31:165,Letter Assignment,6,0,1,1102,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/a/Atmospheric_physics.htm,475,0,627,,,,,,,,,,,,,,,,,,,,,,,,517.5,611.5,149,19,,,20.7066267
16:11:36:238,Letter Assignment,6,0,1,2048,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,1002,0,1045,,,,,,,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,,20.7066267
16:11:40:805,Letter Assignment,6,0,1,1541,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,760,0,780,,,,,,,,,,,,,,,,,,,,,,,,88.04478455,422.5,35,15,,,20.7066267
16:11:45:462,Letter Assignment,6,0,1,1639,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,1044,0,594,,,,,,,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,,20.7066267
16:11:50:486,Letter Assignment,6,0,1,2010,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,1060,0,948,,,,,,,,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,,20.7066267
16:11:54:990,Letter Assignment,6,0,1,1490,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,459,0,1029,,,,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,20.7066267
16:11:59:654,Letter Assignment,6,0,1,1628,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,520,0,1107,,,,,,,,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,,20.7066267
16:12:03:751,Letter Assignment,6,0,1,1083,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,514,0,567,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,20.7066267
16:12:08:959,Letter Assignment,6,0,1,2191,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,1063,0,1127,,,,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,20.7066267
16:12:14:056,Letter Assignment,6,0,1,2080,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/g.htm,10,1027,1042,,,,,,,,,,,,,,,,,,,,,,,,410.6357422,125,30,24,,,20.7066267
16:12:19:006,Letter Assignment,6,0,1,1932,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/g/George_Eliot.htm,1086,0,845,,,,,,,,,,,,,,,,,,,,,,,,911.8359375,193.5,76,15,,,20.7066267
16:12:23:888,Letter Assignment,6,0,1,1849,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,427,0,1421,,,,,,,,,,,,,,,,,,,,,,,,87.98381805,462.5,41,15,,,20.7066267
16:12:28:951,Letter Assignment,6,0,1,2046,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Portal%253AHistory.htm,1038,0,1007,,,,,,,,,,,,,,,,,,,,,,,,267.5,517.5,99,19,,,20.7066267
16:12:33:880,Letter Assignment,6,0,1,1907,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,688,0,1218,,,,,,,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,,20.7066267
16:12:38:464,Letter Assignment,6,0,1,1558,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.Education.htm,1073,0,484,,,,,,,,,,,,,,,,,,,,,,,,272.9990234,651,61,14,,,20.7066267
16:12:43:424,Letter Assignment,6,0,1,1942,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/n/Nursery_school.htm,1051,0,890,,,,,,,,,,,,,,,,,,,,,,,,272.5,449.5,109,19,,,20.7066267
16:12:48:200,Letter Assignment,6,0,1,1756,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,948,0,807,,,,,,,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,,20.7066267
16:12:53:137,Letter Assignment,6,0,1,1910,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/b/Bernhard_Riemann.htm,1079,0,830,,,,,,,,,,,,,,,,,,,,,,,,845.5,551.5,137,19,,,20.7066267
16:12:57:376,Letter Assignment,6,0,1,1209,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,447,0,761,,,,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,20.7066267
16:13:02:649,Letter Assignment,6,0,1,2251,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Pottery.htm,1190,0,1061,,,,,,,,,,,,,,,,,,,,,,,,667.5,793.5,53,19,,,20.7066267
16:13:07:769,Letter Assignment,6,0,1,2050,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,1001,0,1047,,,,,,,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,20.7066267
16:13:12:794,Letter Assignment,6,0,1,1992,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Geographers_and_explorers.htm,1131,0,860,,,,,,,,,,,,,,,,,,,,,,,,656.6396484,705,159,14,,,20.7066267
16:13:17:057,Letter Assignment,6,0,1,1250,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,831,0,418,,,,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,20.7066267
16:13:22:138,Letter Assignment,6,0,1,2064,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,1162,0,901,,,,,,,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,,20.7066267
16:13:27:113,Letter Assignment,6,0,1,1960,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.History.htm,1038,0,921,,,,,,,,,,,,,,,,,,,,,,,,87.98978424,342.5,41,15,,,20.7066267
16:17:25:058,Gaze and Click,6,0,1,3575,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/d/DNA.htm,293,,3281,,,,,,,,,,,,,,,,,,,,,,,,905.40625,794.5,37,19,,,20.7066267
16:17:29:146,Gaze and Click,6,0,1,903,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,368,,535,,,,,,,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,20.7066267
16:17:34:747,Gaze and Click,6,0,1,2575,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,2399,,175,,,,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,20.7066267
16:17:38:635,Gaze and Click,6,0,1,876,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,1115,,876,,,,,,,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,20.7066267
16:17:42:547,Gaze and Click,6,0,1,894,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,431,,462,,,,,,,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,,20.7066267
16:17:46:403,Gaze and Click,6,0,1,838,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,388,,450,,,,,,,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,,20.7066267
16:17:51:924,Gaze and Click,6,0,0,2501,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Portal%253ALatin_America.htm,531,,1970,,,,,,,,,,,,,,,,,,,,,,,,291.5,777.5,147,19,,,20.7066267
16:17:57:955,Gaze and Click,6,0,1,2881,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,1277,,2881,,,,,,,,,,,,,,,,,,,,,,,,463.9184265,125,66,18,,,20.7066267
16:18:04:836,Gaze and Click,6,0,1,3862,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,634,,3227,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,20.7066267
16:18:08:787,Gaze and Click,6,0,1,933,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,1193,,933,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,20.7066267
16:18:13:924,Gaze and Click,6,0,1,2120,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,548,,1571,,,,,,,,,,,,,,,,,,,,,,,,656.9990234,557,67,14,,,20.7066267
16:18:18:684,Gaze and Click,6,0,1,1739,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.htm,407,,1331,,,,,,,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,,20.7066267
16:18:32:157,Gaze and Click,6,0,1,10446,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Artists.htm,10009,,437,,,,,,,,,,,,,,,,,,,,,,,,464.9951172,513,41,14,,,20.7066267
16:18:37:541,Gaze and Click,6,0,0,2368,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/m/Michelangelo.htm,432,,1935,,,,,,,,,,,,,,,,,,,,,,,,266.5,601.5,97,19,,,20.7066267
16:18:41:533,Gaze and Click,6,0,1,950,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/j/Jackson_Pollock.htm,1159,,950,,,,,,,,,,,,,,,,,,,,,,,,616.71875,346.5,117,19,,,20.7066267
16:18:46:789,Gaze and Click,6,0,1,2227,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.People.Artists.htm,1144,,2226,,,,,,,,,,,,,,,,,,,,,,,,321.5053101,125,43,18,,,20.7066267
16:18:51:901,Gaze and Click,6,0,0,2093,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Pierre-Auguste_Renoir.htm,400,,1692,,,,,,,,,,,,,,,,,,,,,,,,298.5,657.5,161,19,,,20.7066267
16:18:56:109,Gaze and Click,6,0,1,1129,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,1316,,1129,,,,,,,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,,20.7066267
16:19:00:030,Gaze and Click,6,0,1,902,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/alpha.htm,447,,455,,,,,,,,,,,,,,,,,,,,,,,,87.87384033,532.5,113,17,,,20.7066267
16:19:05:902,Gaze and Click,6,0,0,2859,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,417,,2442,,,,,,,,,,,,,,,,,,,,,,,,88.13080978,222.5,97,15,,,20.7066267
16:19:09:837,Gaze and Click,6,0,0,919,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/d/Drawing.htm,416,,503,,,,,,,,,,,,,,,,,,,,,,,,248.5,681.5,61,19,,,20.7066267
16:19:17:134,Gaze and Click,6,0,1,4271,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/r/Russia.htm,3972,,298,,,,,,,,,,,,,,,,,,,,,,,,946.3515625,154.5,52,19,,,20.7066267
16:19:21:855,Gaze and Click,6,0,1,1474,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,1289,,1474,,,,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,20.7066267
16:19:27:414,Gaze and Click,6,0,1,2540,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/p/Photography.htm,393,,2147,,,,,,,,,,,,,,,,,,,,,,,,499.5,793.5,93,19,,,20.7066267
16:19:32:463,Gaze and Click,6,0,1,1984,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,438,,1545,,,,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,20.7066267
16:19:37:591,Gaze and Click,6,0,1,2111,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.htm,389,,1722,,,,,,,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,,20.7066267
16:19:41:511,Gaze and Click,6,0,1,902,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,415,,487,,,,,,,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,,20.7066267
16:19:45:527,Gaze and Click,6,0,1,988,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,409,,579,,,,,,,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,,20.7066267
16:19:49:623,Gaze and Click,6,0,0,1077,file:///C:/wikipedia/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,396,,680,,,,,,,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,,20.7066267
