Time,Click alternative,Participant,Training,Correct target,Link Density,Click time,Address,Found target,Letters shown,Key pressed,Activated buttons,Found rectangle,Key released,Dwell target,Found confirm,Dwell confirm,Mouse clicked,Clicked button,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,2nd longest dwell,Total dwell,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,Link centre X,Link centre Y,Link width,Link height,Gaze X,Gaze Y
11:09:38:503,Multiple Confirm,9,0,1,6,9409,file:///C:/wikipedia-schools-3.0.1/wp/m/Mars.htm,,,,,,,,3025,6383,,0x808080ff,0,0,0,0,0,0,0,23,386,0,0,0,219,23,0,0,453,317.5,38,19,,
11:09:43:071,Multiple Confirm,9,0,1,1,2027,file:///C:/wikipedia-schools-3.0.1/wp/l/Light.htm,,,,,,,,1819,207,,0x808080ff,0,0,0,0,0,0,0,0,207,207,0,0,0,0,0,0,289.3203125,530.5,33,19,,
11:09:50:492,Multiple Confirm,9,0,1,1,4911,file:///C:/wikipedia-schools-3.0.1/wp/u/Ultraviolet.htm,,,,,,,,4705,206,,0x808080ff,0,0,0,0,0,0,0,0,206,206,0,0,0,0,0,0,617.578125,274.5,72,19,,
11:09:55:251,Multiple Confirm,9,0,1,1,2286,file:///C:/wikipedia-schools-3.0.1/wp/l/Latin.htm,,,,,,,,2081,205,,0x808080ff,0,0,0,0,0,0,0,0,204,204,0,0,0,0,0,0,482.8203125,792.5,38,19,,
11:10:00:158,Multiple Confirm,9,0,1,1,2416,file:///C:/wikipedia-schools-3.0.1/wp/i/Italy.htm,,,,,,,,2215,200,,0x808080ff,0,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,546.3046875,274.5,118,19,,
11:15:22:636,Mouse,9,0,1,4,1134,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,756,,,,,,,,,378,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,
11:15:26:189,Mouse,9,0,1,6,1106,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,761,,,,,,,,,344,,,,,,,,,,,,,,,,,,88.45417786,382.5,133,15,,
11:15:29:829,Mouse,9,0,1,1,1203,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.Linguistics.htm,931,,,,,,,,,271,,,,,,,,,,,,,,,,,,849.0338745,459,65,14,,
11:15:33:364,Mouse,9,0,1,2,1107,file:///C:/wikipedia-schools-3.0.1/wp/v/Vowel.htm,655,,,,,,,,,451,,,,,,,,,,,,,,,,,,241,465.5,46,19,,
11:15:36:989,Mouse,9,0,1,4,1125,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,848,,,,,,,,,275,,,,,,,,,,,,,,,,,,87.76922607,322.5,63,15,,
11:15:40:574,Mouse,9,0,1,5,1137,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,,,,,,,,,,1136,,,,,,,,,,,,,,,,,,88.19244385,202.5,19,15,,
11:15:44:046,Mouse,9,0,1,6,1035,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,724,,,,,,,,,311,,,,,,,,,,,,,,,,,,87.97486877,442.5,41,15,,
11:15:47:510,Mouse,9,0,1,4,1019,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,616,,,,,,,,,403,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,
11:15:51:093,Mouse,9,0,1,4,1148,file:///C:/wikipedia-schools-3.0.1/wp/b/Blind_experiment.htm,867,,,,,,,,,280,,,,,,,,,,,,,,,,,,691,615.5,122,19,,
11:15:54:750,Mouse,9,0,1,1,1221,file:///C:/wikipedia-schools-3.0.1/wp/m/Medicine.htm,618,,,,,,,,,602,,,,,,,,,,,,,,,,,,983.1015625,410.5,67,19,,
11:15:58:414,Mouse,9,0,1,1,1198,file:///C:/wikipedia-schools-3.0.1/wp/h/Hippocrates.htm,695,,,,,,,,,502,,,,,,,,,,,,,,,,,,284.4140625,714.5,89,19,,
11:16:02:302,Mouse,9,0,1,5,1430,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,625,,,,,,,,,804,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,
11:16:06:359,Mouse,9,0,0,5,1611,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,,,,,,,,,,1611,,,,,,,,,,,,,,,,,,88.02263641,302.5,73,15,,
11:16:10:246,Mouse,9,0,1,6,1454,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,,,,,,,,,,1454,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,
11:16:13:943,Mouse,9,0,1,3,1245,file:///C:/wikipedia-schools-3.0.1/wp/a/Abacus.htm,1027,,,,,,,,,217,,,,,,,,,,,,,,,,,,862,331.5,56,19,,
11:16:17:510,Mouse,9,0,1,2,1108,file:///C:/wikipedia-schools-3.0.1/wp/c/China.htm,787,,,,,,,,,320,,,,,,,,,,,,,,,,,,925.0546875,250.5,45,19,,
11:16:21:248,Mouse,9,0,1,6,1083,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,808,,,,,,,,,275,,,,,,,,,,,,,,,,,,87.85051346,262.5,55,15,,
11:16:24:703,Mouse,9,0,1,6,1019,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,594,,,,,,,,,423,,,,,,,,,,,,,,,,,,88.14930725,362.5,131,15,,
11:16:28:447,Mouse,9,0,1,1,1312,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.Companies.htm,897,,,,,,,,,415,,,,,,,,,,,,,,,,,,273.3778687,495,67,14,,
11:16:31:830,Mouse,9,0,1,4,955,file:///C:/wikipedia-schools-3.0.1/wp/n/Nintendo.htm,661,,,,,,,,,293,,,,,,,,,,,,,,,,,,251.5,441.5,67,19,,
11:16:35:600,Mouse,9,0,1,6,1315,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,939,,,,,,,,,375,,,,,,,,,,,,,,,,,,87.80323029,282.5,131,15,,
11:16:39:135,Mouse,9,0,1,1,1095,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.Air_and_Sea_transport.htm,807,,,,,,,,,287,,,,,,,,,,,,,,,,,,272.5354156,459,109,14,,
11:16:42:695,Mouse,9,0,1,3,1127,file:///C:/wikipedia-schools-3.0.1/wp/a/Aircraft.htm,543,,,,,,,,,584,,,,,,,,,,,,,,,,,,753.5,381.5,53,19,,
11:16:46:023,Mouse,9,0,1,1,857,file:///C:/wikipedia-schools-3.0.1/wp/j/Jet_engine.htm,500,,,,,,,,,356,,,,,,,,,,,,,,,,,,669.5546875,250.5,80,19,,
11:16:49:520,Mouse,9,0,1,2,976,file:///C:/wikipedia-schools-3.0.1/wp/i/Isaac_Newton.htm,664,,,,,,,,,312,,,,,,,,,,,,,,,,,,703.6171875,178.5,68,19,,
11:16:53:159,Mouse,9,0,1,3,1147,file:///C:/wikipedia-schools-3.0.1/wp/c/Church_of_England.htm,705,,,,,,,,,440,,,,,,,,,,,,,,,,,,377.6796875,826.5,135,19,,
11:16:57:880,Mouse,9,0,1,6,2272,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,,,,,,,,,,2271,,,,,,,,,,,,,,,,,,88.11529541,242.5,63,15,,
11:17:01:487,Mouse,9,0,1,4,1170,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,788,,,,,,,,,381,,,,,,,,,,,,,,,,,,88.45910645,181.5,63,17,,
11:17:05:296,Mouse,9,0,1,4,1364,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,1151,,,,,,,,,212,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,
11:17:09:296,Mouse,9,0,1,2,1564,file:///C:/wikipedia-schools-3.0.1/wp/t/Thermodynamics.htm,812,,,,,,,,,751,,,,,,,,,,,,,,,,,,280.5,783.5,125,19,,
11:26:42:875,Touch Eye Dynamic,9,0,1,1,1398,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.Economics.htm,,,,,,,504,671,222,,Yellow,0,0,0,0,1,0,0,0,222,0,0,0,0,222,0,0,848.7015381,513,65,14,,
11:26:46:912,Touch Eye Dynamic,9,0,1,4,1607,file:///C:/wikipedia-schools-3.0.1/wp/c/Capitalism.htm,,,,,,,518,855,233,,Dark Green,1,1,0,0,0,1,1,0,232,0,0,0,0,0,232,0,870.5,395.5,77,19,,
11:26:51:740,Touch Eye Dynamic,9,0,1,2,2332,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_economy.htm,,,,,,,711,1395,225,,Violet,0,0,1,0,0,0,0,0,224,0,0,224,0,0,0,0,599.5703125,338.5,141,19,,
11:26:55:815,Touch Eye Dynamic,9,0,1,6,1635,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,,,,,,,500,912,222,,Yellow,1,0,1,1,1,1,1,24,245,0,0,0,24,221,0,0,87.85051346,262.5,55,15,,
11:27:02:068,Touch Eye Dynamic,9,0,1,6,3835,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,,,,,,,599,2119,1115,,Dark Orange,1,1,1,1,1,0,1,0,626,0,213,0,0,0,0,0,87.80323029,282.5,131,15,,
11:27:06:110,Touch Eye Dynamic,9,0,1,4,1621,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,,,,,,,512,875,233,,Blue,0,0,1,0,0,1,1,0,232,0,0,0,0,0,0,232,88.26295471,502.5,47,15,,
11:27:10:674,Touch Eye Dynamic,9,0,1,1,2128,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.Biology.htm,,,,,,,845,1078,203,,Violet,0,0,1,0,0,1,0,71,274,0,0,203,0,71,0,0,273.4898376,525,47,14,,
11:27:15:517,Touch Eye Dynamic,9,0,1,4,2398,file:///C:/wikipedia-schools-3.0.1/wp/a/Aquarium.htm,,,,,,,789,1406,201,,Yellow,0,0,0,0,1,1,1,0,200,0,0,0,0,200,0,0,699.5,795.5,71,19,,
11:27:20:004,Touch Eye Dynamic,9,0,1,3,2026,file:///C:/wikipedia-schools-3.0.1/wp/p/Plant.htm,,,,,,,1003,814,208,,Yellow,1,0,0,1,1,0,1,0,207,0,0,0,0,207,0,0,749.5234375,178.5,46,19,,
11:27:31:044,Touch Eye Dynamic,9,0,1,1,8554,file:///C:/wikipedia-schools-3.0.1/wp/a/Aristotle.htm,,,,,,,507,2824,5221,,Cyan,0,0,0,1,0,0,0,129,781,0,0,0,237,129,0,0,213,457.5,60,19,,
11:27:35:166,Touch Eye Dynamic,9,0,1,2,1645,file:///C:/wikipedia-schools-3.0.1/wp/l/Logic.htm,,,,,,,635,800,209,,Cyan,0,0,0,1,1,0,0,0,208,0,0,0,208,0,0,0,966.8406372,669,37,16,,
11:27:39:148,Touch Eye Dynamic,9,0,1,5,1537,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,,,,,,,464,850,222,,Dark Green,1,0,1,1,0,1,1,34,255,0,0,0,0,34,221,0,87.98381805,462.5,41,15,,
11:27:43:205,Touch Eye Dynamic,9,0,1,4,1624,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAnglicanism.htm,,,,,,,511,882,230,,Blue,0,1,1,1,0,0,1,68,298,0,0,0,0,0,68,230,694.5,377.5,135,19,,
11:27:48:462,Touch Eye Dynamic,9,0,1,5,2815,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,,,,,,,962,1633,219,,Violet,1,1,1,0,0,1,1,0,218,0,0,218,0,0,0,0,88.19244385,202.5,19,15,,
11:27:54:197,Touch Eye Dynamic,9,0,1,5,3297,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,,,,,,,701,2382,212,,Violet,1,1,1,1,0,1,1,0,211,0,0,211,0,0,0,0,88.04478455,422.5,35,15,,
11:27:58:944,Touch Eye Dynamic,9,0,1,6,2312,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,,,,,,,775,1314,222,,Dark Orange,0,1,0,1,1,1,1,173,535,0,220,173,105,35,0,0,87.97486877,442.5,41,15,,
11:28:03:065,Touch Eye Dynamic,9,0,1,4,1672,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,,,,,,,548,914,208,,Blue,0,1,1,1,1,1,1,0,207,0,0,0,0,0,0,207,88.45910645,181.5,63,17,,
11:28:08:784,Touch Eye Dynamic,9,0,1,1,3288,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,,,,,,,605,2476,205,,Dark Grey,1,0,0,0,0,0,0,0,205,205,0,0,0,0,0,0,657.0310059,725,65,14,,
11:28:14:352,Touch Eye Dynamic,9,0,1,1,3136,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.Antarctica.htm,,,,,,,555,2364,216,,Violet,0,0,1,0,0,0,0,0,216,0,0,216,0,0,0,0,657.3083496,495,61,14,,
11:28:22:928,Touch Eye Dynamic,9,0,1,5,6150,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.History.htm,,,,,,,492,5450,207,,Dark Grey,1,1,1,1,1,0,1,206,588,206,382,0,0,0,0,0,87.98978424,342.5,41,15,,
11:28:27:067,Touch Eye Dynamic,9,0,1,5,1697,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,,,,,,,595,815,286,,Dark Green,1,0,1,0,1,1,1,0,260,0,0,0,0,0,224,0,87.98381805,462.5,41,15,,
11:28:31:318,Touch Eye Dynamic,9,0,1,3,1822,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253APolitics.htm,,,,,,,503,1114,204,,Violet,0,1,1,1,0,0,0,105,310,0,0,204,105,0,0,0,676.5,601.5,99,19,,
11:28:35:850,Touch Eye Dynamic,9,0,1,2,2092,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_science.htm,,,,,,,503,1387,202,,Cyan,0,0,0,1,0,0,0,0,201,0,0,0,201,0,0,0,859.828125,249.5,128,19,,
11:28:40:049,Touch Eye Dynamic,9,0,1,6,1761,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,,,,,,,524,1025,210,,Dark Green,1,1,1,1,0,1,1,0,209,0,0,0,0,0,209,0,88.36573029,402.5,73,15,,
11:28:44:627,Touch Eye Dynamic,9,0,1,6,2130,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,,,,,,,795,1117,216,,Blue,1,0,0,1,1,1,1,72,359,0,0,0,0,71,72,215,88.13080978,222.5,97,15,,
11:28:54:058,Touch Eye Dynamic,9,0,1,1,6992,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.Currency.htm,,,,,,,608,4448,1935,,Cyan,0,0,0,1,0,0,0,0,571,0,0,0,215,0,0,0,657.2416992,513,55,14,,
11:28:58:171,Touch Eye Dynamic,9,0,1,2,1681,file:///C:/wikipedia-schools-3.0.1/wp/u/United_States_dollar.htm,,,,,,,490,957,234,,Dark Green,0,0,0,0,1,1,0,0,233,0,0,0,0,0,233,0,637,507.5,142,19,,
11:29:02:874,Touch Eye Dynamic,9,0,1,3,2164,file:///C:/wikipedia-schools-3.0.1/wp/e/Ecuador.htm,,,,,,,781,1151,230,,Dark Grey,1,0,0,0,0,0,1,0,230,230,0,0,0,0,0,0,980.9118652,483,56,16,,
11:29:07:109,Touch Eye Dynamic,9,0,1,3,1617,file:///C:/wikipedia-schools-3.0.1/wp/s/South_America.htm,,,,,,,474,936,207,,Dark Green,0,0,0,1,0,1,0,70,311,0,0,0,34,70,206,0,583.0703125,283.5,108,19,,
11:29:11:409,Touch Eye Dynamic,9,0,1,1,1794,file:///C:/wikipedia-schools-3.0.1/wp/l/List_of_sovereign_states_and_dependent_territories_in_South_America.htm,,,,,,,616,966,211,,Violet,0,0,1,0,0,0,0,0,211,0,0,211,0,0,0,0,968.7618408,563,97,16,,
13:37:55:035,A Posteriori,10,0,1,4,1659,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,478,,,,,,,965,215,,Blue,0,0,0,0,0,0,1,0,250,0,0,0,0,0,0,250,88.45910645,181.5,63,17,,
13:37:59:090,A Posteriori,10,0,1,1,1610,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,459,,,,,,,537,613,,Yellow,0,0,0,0,1,0,0,0,513,0,0,0,0,258,0,0,848.6203003,533,57,14,,
13:38:02:913,A Posteriori,10,0,1,2,1388,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAsia.htm,0,,,,,,,1184,203,,Blue,0,0,0,0,0,0,1,0,236,0,0,0,0,0,0,236,438,749.5,80,19,,
13:38:06:692,A Posteriori,10,0,1,3,1316,file:///C:/wikipedia-schools-3.0.1/wp/i/Indus_River.htm,410,,,,,,,699,207,,Yellow,0,0,0,0,1,0,0,0,240,0,0,0,0,240,0,0,799.59375,721.5,90,19,,
13:38:11:117,A Posteriori,10,0,1,5,1945,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,530,,,,,,,839,574,,Cyan,0,0,0,1,0,0,0,108,573,0,0,108,253,0,0,0,88.02263641,302.5,73,15,,
13:38:17:006,A Posteriori,10,0,1,6,3444,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,461,,,,,,,2273,709,,Dark Orange,0,1,0,0,0,0,0,35,559,0,263,35,0,0,0,0,87.80323029,282.5,131,15,,
13:38:20:939,A Posteriori,10,0,1,1,1487,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.Railway_transport.htm,411,,,,,,,861,214,,Cyan,0,0,0,1,0,0,0,0,253,0,0,0,253,0,0,0,848.7721558,459,101,14,,
13:38:28:246,A Posteriori,10,0,1,3,4871,file:///C:/wikipedia-schools-3.0.1/wp/4/4-2-0.htm,400,,,,,,,2993,1477,,Cyan,0,0,0,1,0,0,0,0,390,0,0,0,245,0,0,0,878,399.5,40,19,,
13:38:32:505,A Posteriori,10,0,1,5,1821,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.htm,0,,,,,,,1605,215,,Yellow,0,0,0,0,1,0,0,0,256,0,0,0,0,256,0,0,87.92285156,482.5,47,15,,
13:38:36:269,A Posteriori,10,0,1,1,1324,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.Philosophy.htm,0,,,,,,,1116,207,,Violet,0,0,1,0,0,0,0,0,243,0,0,243,0,0,0,0,657.383606,459,67,14,,
13:38:41:499,A Posteriori,10,0,1,6,2802,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,518,,,,,,,2068,216,,Dark Orange,0,1,0,0,0,0,0,175,462,0,250,175,0,0,0,0,88.13080978,222.5,97,15,,
13:38:46:179,A Posteriori,10,0,1,4,2239,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,492,,,,,,,1525,222,,Dark Grey,1,0,0,0,0,0,0,0,346,346,0,0,0,0,0,0,88.26295471,502.5,47,15,,
13:38:50:335,A Posteriori,10,0,1,4,1718,file:///C:/wikipedia-schools-3.0.1/wp/h/History_of_science.htm,547,,,,,,,554,616,,Cyan,0,0,0,1,0,0,0,0,412,0,0,0,240,0,0,0,694.5,643.5,129,19,,
13:38:55:357,A Posteriori,10,0,1,4,2521,file:///C:/wikipedia-schools-3.0.1/wp/m/Middle_Ages.htm,390,,,,,,,702,1428,,Dark Orange,0,1,0,0,0,0,0,109,811,0,249,109,0,0,0,0,410.84375,674.5,91,19,,
13:38:59:132,A Posteriori,10,0,1,4,1217,file:///C:/wikipedia-schools-3.0.1/wp/b/Byzantine_Empire.htm,390,,,,,,,616,210,,Violet,0,0,1,0,0,0,0,0,280,0,0,245,0,0,0,0,476.4375,522.5,128,19,,
13:39:03:079,A Posteriori,10,0,1,6,1380,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,439,,,,,,,728,212,,Violet,0,0,1,0,0,0,0,0,246,0,0,246,0,0,0,0,88.36573029,402.5,73,15,,
13:39:09:549,A Posteriori,10,0,1,5,4022,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,463,,,,,,,3343,215,,Violet,0,0,1,0,0,0,0,142,535,0,0,251,142,0,0,0,87.98381805,462.5,41,15,,
13:39:13:245,A Posteriori,10,0,1,3,1258,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAncient_Egypt.htm,358,,,,,,,694,205,,Cyan,0,0,0,1,0,0,0,0,239,0,0,0,239,0,0,0,700.5,349.5,147,19,,
13:39:17:116,A Posteriori,10,0,1,1,1426,file:///C:/wikipedia-schools-3.0.1/wp/e/Egypt.htm,0,,,,,,,1209,217,,Dark Grey,1,0,0,0,0,0,0,0,252,252,0,0,0,0,0,0,683.65625,276.5,44,19,,
13:39:21:343,A Posteriori,10,0,1,1,1635,file:///C:/wikipedia-schools-3.0.1/wp/a/Arabic_language.htm,684,,,,,,,739,210,,Blue,0,0,0,0,0,0,1,0,244,0,0,0,0,0,0,244,542.15625,188.5,49,19,,
13:39:25:164,A Posteriori,10,0,1,7,1188,file:///C:/wikipedia-schools-3.0.1/wp/c/Chad.htm,414,,,,,,,561,212,,Cyan,0,0,0,1,0,0,0,0,248,0,0,0,248,0,0,0,946.9699707,423,37,16,,
13:39:28:985,A Posteriori,10,0,1,2,1236,file:///C:/wikipedia-schools-3.0.1/wp/d/Desert.htm,33,,,,,,,988,215,,Blue,0,0,0,0,0,0,1,69,319,0,0,0,0,0,69,249,670.875,340.5,47,19,,
13:39:32:794,A Posteriori,10,0,1,2,1324,file:///C:/wikipedia-schools-3.0.1/wp/d/Dune.htm,502,,,,,,,610,211,,Violet,0,0,1,0,0,0,0,0,245,0,0,245,0,0,0,0,686.3984375,768.5,89,19,,
13:39:36:758,A Posteriori,10,0,1,6,1429,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,421,,,,,,,784,223,,Dark Grey,1,0,0,0,0,0,0,140,472,262,68,140,0,0,0,0,87.97486877,442.5,41,15,,
13:39:40:563,A Posteriori,10,0,1,1,1349,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.Chemists.htm,426,,,,,,,462,461,,Violet,0,0,1,0,0,0,0,67,426,0,34,251,67,0,0,0,848.5914307,513,55,14,,
13:39:44:177,A Posteriori,10,0,1,6,1184,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,439,,,,,,,525,220,,Yellow,0,0,0,0,1,0,0,68,323,0,0,0,68,255,0,0,87.85051346,262.5,55,15,,
13:39:49:269,A Posteriori,10,0,1,6,2652,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,1905,,,,,,,529,217,,Cyan,0,0,0,1,0,0,0,0,863,0,0,0,573,0,0,0,88.13080978,222.5,97,15,,
13:39:53:036,A Posteriori,10,0,1,5,1330,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,452,,,,,,,675,202,,Violet,0,0,1,0,0,0,0,0,236,0,0,236,0,0,0,0,88.04478455,422.5,35,15,,
13:39:56:681,A Posteriori,10,0,1,5,1220,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,466,,,,,,,537,215,,Dark Orange,0,1,0,0,0,0,0,0,252,0,252,0,0,0,0,0,88.02263641,302.5,73,15,,
13:40:00:438,A Posteriori,10,0,1,6,1319,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,446,,,,,,,656,216,,Yellow,0,0,0,0,1,0,0,0,251,0,0,0,0,251,0,0,88.36573029,402.5,73,15,,
13:42:27:941,Multiple Confirm,10,0,1,6,3946,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,1061,,,,,,,2673,211,,0x808080ff,0,0,0,0,0,0,0,73,285,73,0,0,0,211,0,0,88.14930725,362.5,131,15,,
13:42:34:113,Multiple Confirm,10,0,1,5,3731,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,1145,,,,,,,2367,218,,0x808080ff,0,0,0,0,0,0,0,0,217,0,0,0,217,0,0,0,87.98381805,462.5,41,15,,
13:42:48:329,Multiple Confirm,10,0,0,8,11785,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253ABiology.htm,752,,,,,,,8888,2143,,0x808080ff,0,0,0,0,0,0,0,0,362,0,0,0,217,0,0,0,268.5,433.5,101,19,,
13:42:52:884,Multiple Confirm,10,0,1,1,2111,file:///C:/wikipedia-schools-3.0.1/wp/j/John_Locke.htm,1061,,,,,,,845,204,,0x808080ff,0,0,0,0,0,0,0,0,204,204,0,0,0,0,0,0,514.5234375,684.5,45,19,,
13:42:57:880,Multiple Confirm,10,0,1,3,2539,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_philosophy.htm,1099,,,,,,,1213,225,,0x808080ff,0,0,0,0,0,0,0,0,225,0,225,0,0,0,0,0,953,566,122,16,,
13:43:05:673,Multiple Confirm,10,0,1,6,5333,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,1212,,,,,,,3519,601,,0x808080ff,0,0,0,0,0,0,0,0,282,0,0,210,0,0,0,0,88.11529541,242.5,63,15,,
13:43:13:997,Multiple Confirm,10,0,1,6,5883,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,1110,,,,,,,4549,223,,0x808080ff,0,0,0,0,0,0,0,0,223,0,0,0,0,0,223,0,88.45417786,382.5,133,15,,
13:43:23:089,Multiple Confirm,10,0,1,2,6648,file:///C:/wikipedia-schools-3.0.1/wp/l/Language.htm,1109,,,,,,,3976,1561,,0x808080ff,0,0,0,0,0,0,0,0,626,402,0,0,0,0,0,0,255,713.5,74,19,,
13:43:27:854,Multiple Confirm,10,0,1,3,2259,file:///C:/wikipedia-schools-3.0.1/wp/h/Human.htm,1086,,,,,,,939,233,,0x808080ff,0,0,0,0,0,0,0,0,233,0,233,0,0,0,0,0,517.6953125,154.5,52,19,,
13:43:32:599,Multiple Confirm,10,0,1,3,2270,file:///C:/wikipedia-schools-3.0.1/wp/a/Animal.htm,1243,,,,,,,817,209,,0x808080ff,0,0,0,0,0,0,0,0,208,208,0,0,0,0,0,0,999,836.5,64,19,,
13:43:43:653,Multiple Confirm,10,0,1,5,8593,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,7366,,,,,,,995,231,,0x808080ff,0,0,0,0,0,0,0,0,231,0,0,0,0,231,0,0,88.04478455,422.5,35,15,,
13:43:48:818,Multiple Confirm,10,0,1,6,2731,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,1102,,,,,,,1401,227,,0x808080ff,0,0,0,0,0,0,0,0,227,0,0,227,0,0,0,0,88.36573029,402.5,73,15,,
13:43:55:448,Multiple Confirm,10,0,1,4,4186,file:///C:/wikipedia-schools-3.0.1/wp/c/Classical_mechanics.htm,1141,,,,,,,1269,1774,,0x808080ff,0,0,0,0,0,0,0,0,286,0,213,0,0,0,0,0,907.5,695.5,147,19,,
13:44:02:991,Multiple Confirm,10,0,1,5,5044,file:///C:/wikipedia-schools-3.0.1/wp/m/Momentum.htm,1065,,,,,,,2646,1332,,0x808080ff,0,0,0,0,0,0,0,0,327,0,217,0,0,0,0,0,961.6347046,558,74,16,,
13:44:17:311,Multiple Confirm,10,0,1,3,11732,file:///C:/wikipedia-schools-3.0.1/wp/t/Time.htm,1103,,,,,,,10239,389,,0x808080ff,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,940.6230469,551,34,16,,
