Time,Click alternative,Participant,Training,Correct target,Link Density,Click time,Address,Found target,Letters shown,Key pressed,Activated buttons,Found rectangle,Key released,Dwell target,Found confirm,Dwell confirm,Mouse clicked,Clicked button,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,2nd longest dwell,Total dwell,Dark grey,Dark orange,Violet,Cyan,Yellow,Dark green,Blue,Link centre X,Link centre Y,Link width,Link height,Gaze X,Gaze Y
14:26:52:564,Mouse,12,0,1,2,996,file:///C:/wikipedia-schools-3.0.1/wp/l/Language.htm,640,,,,,,,,,355,,,,,,,,,,,,,,,,,,255,713.5,74,19,,
14:26:56:845,Mouse,12,0,1,3,1474,file:///C:/wikipedia-schools-3.0.1/wp/h/Human.htm,1320,,,,,,,,,153,,,,,,,,,,,,,,,,,,517.6953125,154.5,52,19,,
14:27:00:525,Mouse,12,0,1,3,1176,file:///C:/wikipedia-schools-3.0.1/wp/a/Animal.htm,952,,,,,,,,,224,,,,,,,,,,,,,,,,,,999,836.5,64,19,,
14:27:04:085,Mouse,12,0,1,5,1104,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,879,,,,,,,,,224,,,,,,,,,,,,,,,,,,88.04478455,422.5,35,15,,
14:27:07:517,Mouse,12,0,1,6,995,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,672,,,,,,,,,321,,,,,,,,,,,,,,,,,,88.36573029,402.5,73,15,,
14:27:10:966,Mouse,12,0,1,4,1007,file:///C:/wikipedia-schools-3.0.1/wp/c/Classical_mechanics.htm,770,,,,,,,,,236,,,,,,,,,,,,,,,,,,907.5,695.5,147,19,,
14:27:14:598,Mouse,12,0,1,5,1119,file:///C:/wikipedia-schools-3.0.1/wp/m/Momentum.htm,801,,,,,,,,,317,,,,,,,,,,,,,,,,,,961.6347046,558,74,16,,
14:27:18:302,Mouse,12,0,1,3,1181,file:///C:/wikipedia-schools-3.0.1/wp/t/Time.htm,1077,,,,,,,,,104,,,,,,,,,,,,,,,,,,940.6230469,551,34,16,,
14:27:22:086,Mouse,12,0,1,4,1263,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,1063,,,,,,,,,200,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,
14:27:25:390,Mouse,12,0,1,5,866,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.History.htm,496,,,,,,,,,369,,,,,,,,,,,,,,,,,,87.98978424,342.5,41,15,,
14:27:28:725,Mouse,12,0,1,5,891,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.htm,527,,,,,,,,,363,,,,,,,,,,,,,,,,,,87.92285156,482.5,47,15,,
14:27:32:070,Mouse,12,0,1,2,910,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.Religious_texts.htm,575,,,,,,,,,334,,,,,,,,,,,,,,,,,,465.2716064,651,87,14,,
14:27:35:471,Mouse,12,0,1,2,969,file:///C:/wikipedia-schools-3.0.1/wp/v/Vinaya.htm,724,,,,,,,,,245,,,,,,,,,,,,,,,,,,243.5,583.5,51,19,,
14:27:38:967,Mouse,12,0,1,2,1065,file:///C:/wikipedia-schools-3.0.1/wp/g/Gautama_Buddha.htm,823,,,,,,,,,241,,,,,,,,,,,,,,,,,,810.6875,202.5,58,19,,
14:27:42:662,Mouse,12,0,1,1,1169,file:///C:/wikipedia-schools-3.0.1/wp/2/20th_century.htm,745,,,,,,,,,423,,,,,,,,,,,,,,,,,,381.953125,466.5,92,19,,
14:27:46:288,Mouse,12,0,1,4,1117,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,,,,,,,,,,1117,,,,,,,,,,,,,,,,,,88.26295471,502.5,47,15,,
14:27:49:567,Mouse,12,0,1,2,837,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.Physics.htm,568,,,,,,,,,268,,,,,,,,,,,,,,,,,,656.8223877,525,47,14,,
14:27:52:886,Mouse,12,0,1,1,877,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.Physics.The_Planets.htm,638,,,,,,,,,238,,,,,,,,,,,,,,,,,,849.0715942,513,69,14,,
14:27:56:183,Mouse,12,0,1,6,866,file:///C:/wikipedia-schools-3.0.1/wp/m/Mars.htm,606,,,,,,,,,259,,,,,,,,,,,,,,,,,,453,317.5,38,19,,
14:27:59:919,Mouse,12,0,1,1,1191,file:///C:/wikipedia-schools-3.0.1/wp/l/Light.htm,935,,,,,,,,,255,,,,,,,,,,,,,,,,,,289.3203125,530.5,33,19,,
14:28:03:751,Mouse,12,0,1,1,1329,file:///C:/wikipedia-schools-3.0.1/wp/u/Ultraviolet.htm,1148,,,,,,,,,181,,,,,,,,,,,,,,,,,,617.578125,274.5,72,19,,
14:28:07:232,Mouse,12,0,1,1,989,file:///C:/wikipedia-schools-3.0.1/wp/l/Latin.htm,721,,,,,,,,,267,,,,,,,,,,,,,,,,,,482.8203125,792.5,38,19,,
14:28:10:751,Mouse,12,0,1,1,1031,file:///C:/wikipedia-schools-3.0.1/wp/i/Italy.htm,777,,,,,,,,,254,,,,,,,,,,,,,,,,,,546.3046875,274.5,118,19,,
14:33:52:274,Touch Eye Dynamic,12,0,1,4,2126,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,,,,,,,496,1406,223,,Blue,0,0,1,0,0,0,1,62,349,0,0,0,0,0,62,223,88.45910645,181.5,63,17,,
14:33:56:493,Touch Eye Dynamic,12,0,1,6,1772,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.htm,,,,,,,559,987,225,,Dark Green,1,1,1,0,0,1,1,0,224,0,0,0,0,0,224,0,88.45417786,382.5,133,15,,
14:34:00:549,Touch Eye Dynamic,12,0,1,1,1615,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Language_and_literature.Linguistics.htm,,,,,,,668,720,225,,Yellow,0,0,0,0,1,0,0,0,225,0,0,0,0,225,0,0,849.0338745,459,65,14,,
14:34:04:796,Touch Eye Dynamic,12,0,1,2,1821,file:///C:/wikipedia-schools-3.0.1/wp/v/Vowel.htm,,,,,,,639,963,218,,Dark Green,0,0,0,1,0,1,1,0,217,0,0,0,0,0,217,0,241,465.5,46,19,,
14:34:09:423,Touch Eye Dynamic,12,0,1,4,2136,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,,,,,,,877,915,343,,Violet,1,0,1,1,1,1,1,63,311,0,63,217,0,0,0,0,87.76922607,322.5,63,15,,
14:34:13:824,Touch Eye Dynamic,12,0,1,5,1944,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,,,,,,,531,1191,221,,Dark Green,0,0,1,0,1,1,1,155,532,0,62,63,30,155,220,0,88.19244385,202.5,19,15,,
14:34:18:695,Touch Eye Dynamic,12,0,1,6,2433,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,,,,,,,506,891,1034,,Dark Grey,1,1,1,1,0,1,1,29,284,223,29,0,0,0,0,0,87.97486877,442.5,41,15,,
14:34:22:942,Touch Eye Dynamic,12,0,1,4,1804,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,,,,,,,508,1073,221,,Dark Green,1,0,1,0,1,1,1,0,220,0,0,0,0,0,220,0,88.26295471,502.5,47,15,,
14:34:27:269,Touch Eye Dynamic,12,0,1,4,1889,file:///C:/wikipedia-schools-3.0.1/wp/b/Blind_experiment.htm,,,,,,,583,848,456,,Violet,1,0,1,1,0,0,0,30,365,0,0,212,30,0,0,0,691,615.5,122,19,,
14:34:31:129,Touch Eye Dynamic,12,0,1,1,1425,file:///C:/wikipedia-schools-3.0.1/wp/m/Medicine.htm,,,,,,,476,729,219,,Violet,0,0,1,0,0,0,0,0,219,0,0,219,0,0,0,0,983.1015625,410.5,67,19,,
14:34:36:118,Touch Eye Dynamic,12,0,1,1,2520,file:///C:/wikipedia-schools-3.0.1/wp/h/Hippocrates.htm,,,,,,,1272,1017,230,,Dark Orange,0,1,0,0,0,0,0,0,229,0,229,0,0,0,0,0,284.4140625,714.5,89,19,,
14:34:40:369,Touch Eye Dynamic,12,0,1,5,1792,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,,,,,,,482,1089,219,,Dark Orange,1,1,1,1,1,1,0,92,310,0,218,92,0,0,0,0,88.02263641,302.5,73,15,,
14:34:44:883,Touch Eye Dynamic,12,0,0,5,2065,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,,,,,,,,,2065,,Dark Grey,1,1,0,1,1,0,1,0,218,218,0,0,0,0,0,0,88.02263641,302.5,73,15,,
14:34:48:932,Touch Eye Dynamic,12,0,1,6,1615,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,,,,,,,517,872,226,,Yellow,1,1,1,0,1,1,0,0,225,0,0,0,0,225,0,0,88.36573029,402.5,73,15,,
14:34:53:129,Touch Eye Dynamic,12,0,1,3,1770,file:///C:/wikipedia-schools-3.0.1/wp/a/Abacus.htm,,,,,,,524,1021,224,,Cyan,0,1,0,1,0,0,1,0,223,0,0,0,223,0,0,0,862,331.5,56,19,,
14:34:57:183,Touch Eye Dynamic,12,0,1,2,1601,file:///C:/wikipedia-schools-3.0.1/wp/c/China.htm,,,,,,,511,861,229,,Cyan,0,0,0,1,0,0,0,0,228,0,0,0,228,0,0,0,925.0546875,250.5,45,19,,
14:35:02:690,Touch Eye Dynamic,12,0,1,6,2871,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,,,,,,,511,1042,1317,,Yellow,1,1,0,1,1,0,1,0,671,0,0,0,0,228,0,0,87.85051346,262.5,55,15,,
14:35:07:382,Touch Eye Dynamic,12,0,1,6,2248,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.htm,,,,,,,479,1259,508,,Cyan,1,0,1,1,0,1,1,0,411,0,0,0,221,0,0,0,88.14930725,362.5,131,15,,
14:35:12:006,Touch Eye Dynamic,12,0,1,1,2185,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.IT.Companies.htm,,,,,,,481,892,811,,Dark Grey,1,0,0,0,0,0,0,0,252,221,0,0,0,0,0,0,273.3778687,495,67,14,,
14:35:16:359,Touch Eye Dynamic,12,0,1,4,1924,file:///C:/wikipedia-schools-3.0.1/wp/n/Nintendo.htm,,,,,,,480,1224,218,,Blue,0,1,1,1,0,0,1,31,279,0,0,30,0,0,31,217,251.5,441.5,67,19,,
14:35:20:940,Touch Eye Dynamic,12,0,1,6,2130,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,,,,,,,641,1263,225,,Dark Orange,1,1,1,1,0,1,1,128,511,0,223,63,64,128,0,0,87.80323029,282.5,131,15,,
14:35:25:224,Touch Eye Dynamic,12,0,1,1,1846,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.Air_and_Sea_transport.htm,,,,,,,674,853,317,,Dark Grey,1,0,0,0,0,0,0,0,242,210,0,0,0,0,0,0,272.5354156,459,109,14,,
14:35:29:426,Touch Eye Dynamic,12,0,1,3,1770,file:///C:/wikipedia-schools-3.0.1/wp/a/Aircraft.htm,,,,,,,529,1021,219,,Violet,0,0,1,1,0,1,1,0,218,0,0,218,0,0,0,0,753.5,381.5,53,19,,
14:35:33:373,Touch Eye Dynamic,12,0,1,1,1472,file:///C:/wikipedia-schools-3.0.1/wp/j/Jet_engine.htm,,,,,,,575,677,218,,Cyan,0,0,0,1,0,0,0,0,218,0,0,0,218,0,0,0,669.5546875,250.5,80,19,,
14:35:37:518,Touch Eye Dynamic,12,0,1,2,1632,file:///C:/wikipedia-schools-3.0.1/wp/i/Isaac_Newton.htm,,,,,,,92,1010,529,,Violet,0,0,1,1,0,0,0,101,461,0,0,229,66,101,0,0,703.6171875,178.5,68,19,,
14:35:41:905,Touch Eye Dynamic,12,0,1,3,1895,file:///C:/wikipedia-schools-3.0.1/wp/c/Church_of_England.htm,,,,,,,590,836,469,,Cyan,0,1,0,1,1,0,0,152,497,0,0,152,222,30,30,0,377.6796875,826.5,135,19,,
14:35:46:187,Touch Eye Dynamic,12,0,1,6,1811,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Citizenship.htm,,,,,,,580,941,289,,Violet,1,1,1,0,1,1,1,0,257,0,0,226,0,0,0,0,88.11529541,242.5,63,15,,
14:35:51:700,Touch Eye Dynamic,12,0,1,4,3067,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,,,,,,,546,915,1604,,Yellow,0,0,0,1,1,0,1,0,545,0,0,0,0,225,0,0,88.45910645,181.5,63,17,,
14:35:55:848,Touch Eye Dynamic,12,0,1,4,1709,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,,,,,,,505,980,222,,Blue,0,0,0,1,1,1,1,0,222,0,0,0,0,0,0,222,88.26295471,502.5,47,15,,
14:36:00:204,Touch Eye Dynamic,12,0,1,2,1942,file:///C:/wikipedia-schools-3.0.1/wp/t/Thermodynamics.htm,,,,,,,549,1190,201,,Yellow,0,1,1,1,1,1,0,0,200,0,0,0,0,200,0,0,280.5,783.5,125,19,,
14:42:34:289,Multiple Confirm,12,0,1,1,3651,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.Economics.htm,1115,,,,,,,939,1595,,0x808080ff,0,0,0,0,0,0,0,29,422,214,29,0,0,0,0,0,848.7015381,513,65,14,,
14:42:39:837,Multiple Confirm,12,0,1,4,3120,file:///C:/wikipedia-schools-3.0.1/wp/c/Capitalism.htm,719,,,,,,,2177,223,,0x808080ff,0,0,0,0,0,0,0,0,223,0,0,0,223,0,0,0,870.5,395.5,77,19,,
14:42:45:298,Multiple Confirm,12,0,1,2,2988,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_economy.htm,998,,,,,,,1763,226,,0x808080ff,0,0,0,0,0,0,0,0,226,226,0,0,0,0,0,0,599.5703125,338.5,141,19,,
14:42:51:712,Multiple Confirm,12,0,1,6,3980,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,1093,,,,,,,2661,225,,0x808080ff,0,0,0,0,0,0,0,0,225,0,0,225,0,0,0,0,87.85051346,262.5,55,15,,
14:42:59:966,Multiple Confirm,12,0,1,6,5821,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,1134,,,,,,,4453,233,,0x808080ff,0,0,0,0,0,0,0,233,1027,397,233,0,0,0,0,0,87.80323029,282.5,131,15,,
14:43:05:117,Multiple Confirm,12,0,0,4,2718,file:///C:/wikipedia-schools-3.0.1/wp/index/alpha.htm,1148,,,,,,,,1569,,0x808080ff,0,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,87.87384033,532.5,113,17,,
14:43:11:282,Multiple Confirm,12,0,1,1,3729,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.Biology.htm,1204,,,,,,,988,1536,,0x808080ff,0,0,0,0,0,0,0,31,356,205,31,0,0,0,0,0,273.4898376,525,47,14,,
14:43:18:627,Multiple Confirm,12,0,1,4,4906,file:///C:/wikipedia-schools-3.0.1/wp/a/Aquarium.htm,1260,,,,,,,3419,226,,0x808080ff,0,0,0,0,0,0,0,222,945,222,226,0,0,0,0,0,699.5,795.5,71,19,,
14:43:24:964,Multiple Confirm,12,0,1,3,3862,file:///C:/wikipedia-schools-3.0.1/wp/p/Plant.htm,1427,,,,,,,1023,1411,,0x808080ff,0,0,0,0,0,0,0,43,389,207,43,0,0,0,0,0,749.5234375,178.5,46,19,,
14:43:29:796,Multiple Confirm,12,0,1,1,2341,file:///C:/wikipedia-schools-3.0.1/wp/a/Aristotle.htm,1145,,,,,,,995,200,,0x808080ff,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,213,457.5,60,19,,
14:43:34:889,Multiple Confirm,12,0,0,2,2617,file:///C:/wikipedia-schools-3.0.1/wp/b/Biology.htm,704,,,,,,454,,1457,,0x808080ff,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,916.5,622,49,16,,
14:43:38:993,Multiple Confirm,12,0,0,5,1675,file:///C:/wikipedia-schools-3.0.1/wp/p/Philosophy.htm,,,,,,,,,1674,,0x808080ff,0,0,0,0,0,0,0,52,263,211,52,0,0,0,0,0,555.6171875,362.5,80,19,,
14:43:44:225,Multiple Confirm,12,0,1,4,2801,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAnglicanism.htm,1098,,,,,,,1476,226,,0x808080ff,0,0,0,0,0,0,0,0,226,0,0,226,0,0,0,0,694.5,377.5,135,19,,
14:43:49:392,Multiple Confirm,12,0,1,5,2716,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,1167,,,,,,,1327,220,,0x808080ff,0,0,0,0,0,0,0,0,220,0,0,0,220,0,0,0,88.19244385,202.5,19,15,,
14:43:54:564,Multiple Confirm,12,0,1,5,2735,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Music.htm,1113,,,,,,,1396,224,,0x808080ff,0,0,0,0,0,0,0,0,224,0,0,224,0,0,0,0,88.04478455,422.5,35,15,,
14:43:59:968,Multiple Confirm,12,0,0,6,2970,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,1204,,,,,,,,1765,,0x808080ff,0,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,87.98381805,462.5,41,15,,
14:44:05:348,Multiple Confirm,12,0,0,4,2935,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Art.htm,1111,,,,,,,,1823,,0x808080ff,0,0,0,0,0,0,0,0,344,0,234,0,0,0,0,0,88.19244385,202.5,19,15,,
14:44:15:819,Multiple Confirm,12,0,1,1,8035,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.htm,5845,,,,,,,1989,200,,0x808080ff,0,0,0,0,0,0,0,81,281,200,81,0,0,0,0,0,657.0310059,725,65,14,,
14:44:21:367,Multiple Confirm,12,0,1,1,3093,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Geography.Antarctica.htm,1005,,,,,,,1855,232,,0x808080ff,0,0,0,0,0,0,0,231,940,231,708,0,0,0,0,0,657.3083496,495,61,14,,
14:44:28:921,Multiple Confirm,12,0,1,5,5124,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.History.htm,738,,,,,,,4162,222,,0x808080ff,0,0,0,0,0,0,0,0,222,0,0,222,0,0,0,0,87.98978424,342.5,41,15,,
14:44:36:838,Multiple Confirm,12,0,1,5,5473,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,1124,,,,,,,2722,1626,,0x808080ff,0,0,0,0,0,0,0,0,259,207,0,0,0,0,0,0,87.98381805,462.5,41,15,,
14:44:42:048,Multiple Confirm,12,0,0,3,2781,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AScotland.htm,737,,,,,,,,2043,,0x808080ff,0,0,0,0,0,0,0,0,212,212,0,0,0,0,0,0,682.5,629.5,111,19,,
14:44:48:356,Multiple Confirm,12,0,1,2,3885,file:///C:/wikipedia-schools-3.0.1/wp/p/Political_science.htm,1181,,,,,,,2476,226,,0x808080ff,0,0,0,0,0,0,0,226,1434,226,1207,0,0,0,0,0,859.828125,249.5,128,19,,
14:44:53:851,Multiple Confirm,12,0,1,6,3059,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,1218,,,,,,,1613,227,,0x808080ff,0,0,0,0,0,0,0,140,367,140,0,227,0,0,0,0,88.36573029,402.5,73,15,,
14:44:59:749,Multiple Confirm,12,0,1,6,3440,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,1038,,,,,,,2180,220,,0x808080ff,0,0,0,0,0,0,0,0,220,0,0,220,0,0,0,0,88.13080978,222.5,97,15,,
14:45:05:077,Multiple Confirm,12,0,1,1,2892,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.Currency.htm,710,,,,,,336,1575,269,,0x808080ff,0,0,0,0,0,0,0,106,376,269,106,0,0,0,0,0,657.2416992,513,55,14,,
14:45:12:683,Multiple Confirm,12,0,1,2,5180,file:///C:/wikipedia-schools-3.0.1/wp/u/United_States_dollar.htm,710,,,,,,27,4183,259,,0x808080ff,0,0,0,0,0,0,0,167,531,259,167,0,0,0,0,0,637,507.5,142,19,,
14:45:19:426,Multiple Confirm,12,0,0,3,4188,file:///C:/wikipedia-schools-3.0.1/wp/p/Puerto_Rico.htm,1999,,,,,,,,2189,,0x808080ff,0,0,0,0,0,0,0,0,259,259,0,0,0,0,0,0,991.4118652,574,77,16,,
14:45:27:078,Multiple Confirm,12,0,0,3,5021,file:///C:/wikipedia-schools-3.0.1/wp/p/Peru.htm,1798,,,,,,,,3223,,0x808080ff,0,0,0,0,0,0,0,0,227,227,0,0,0,0,0,0,553.8203125,307.5,37,19,,
14:45:33:027,Multiple Confirm,12,0,1,1,3434,file:///C:/wikipedia-schools-3.0.1/wp/l/List_of_sovereign_states_and_dependent_territories_in_South_America.htm,1172,,,,,,,2052,208,,0x808080ff,0,0,0,0,0,0,0,0,208,208,0,0,0,0,0,0,968.7618408,563,97,16,,
15:11:17:697,Multiple Confirm,13,0,1,4,4592,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.htm,2608,,,,,,,1766,217,,0x808080ff,0,0,0,0,0,0,0,0,217,0,0,217,0,0,0,0,88.45910645,181.5,63,17,,
15:11:26:714,Multiple Confirm,13,0,1,1,6577,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Countries.htm,5471,,,,,,,890,215,,0x808080ff,0,0,0,0,0,0,0,0,215,215,0,0,0,0,0,0,848.9980469,533,59,14,,
15:11:31:452,Multiple Confirm,13,0,1,2,2305,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAsia.htm,1121,,,,,,,964,219,,0x808080ff,0,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,438,749.5,80,19,,
15:11:36:629,Multiple Confirm,13,0,1,3,2725,file:///C:/wikipedia-schools-3.0.1/wp/i/Indus_River.htm,1070,,,,,,,1435,218,,0x808080ff,0,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,799.59375,721.5,90,19,,
15:11:43:234,Multiple Confirm,13,0,1,5,4128,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Everyday_life.htm,1098,,,,,,,2177,851,,0x808080ff,0,0,0,0,0,0,0,0,379,0,0,0,0,221,0,0,88.02263641,302.5,73,15,,
15:11:48:965,Multiple Confirm,13,0,1,6,3283,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.htm,1076,,,,,,,1992,214,,0x808080ff,0,0,0,0,0,0,0,0,214,0,0,0,0,214,0,0,87.80323029,282.5,131,15,,
15:11:54:136,Multiple Confirm,13,0,1,1,2735,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Design_and_Technology.Railway_transport.htm,1247,,,,,,,1277,211,,0x808080ff,0,0,0,0,0,0,0,0,211,211,0,0,0,0,0,0,848.6533203,459,103,14,,
15:12:00:862,Multiple Confirm,13,0,1,3,4293,file:///C:/wikipedia-schools-3.0.1/wp/4/4-2-0.htm,2817,,,,,,,1257,218,,0x808080ff,0,0,0,0,0,0,0,0,217,0,0,217,0,0,0,0,878,399.5,40,19,,
15:12:05:730,Multiple Confirm,13,0,1,5,2426,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.htm,1087,,,,,,,1125,213,,0x808080ff,0,0,0,0,0,0,0,0,213,0,0,213,0,0,0,0,87.92285156,482.5,47,15,,
15:12:10:275,Multiple Confirm,13,0,1,1,2105,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Religion.Philosophy.htm,1074,,,,,,,821,209,,0x808080ff,0,0,0,0,0,0,0,0,209,209,0,0,0,0,0,0,656.6650391,459,67,14,,
15:12:15:657,Multiple Confirm,13,0,1,6,2954,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Business_Studies.htm,718,,,,,,,2019,215,,0x808080ff,0,0,0,0,0,0,0,0,215,0,0,0,215,0,0,0,88.13080978,222.5,97,15,,
15:12:20:533,Multiple Confirm,13,0,1,4,2443,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Science.htm,1096,,,,,,,1131,215,,0x808080ff,0,0,0,0,0,0,0,0,214,0,214,0,0,0,0,0,88.26295471,502.5,47,15,,
15:12:25:891,Multiple Confirm,13,0,1,4,2920,file:///C:/wikipedia-schools-3.0.1/wp/h/History_of_science.htm,1142,,,,,,,1562,215,,0x808080ff,0,0,0,0,0,0,0,0,215,0,215,0,0,0,0,0,694.5,643.5,129,19,,
15:12:30:795,Multiple Confirm,13,0,1,4,2382,file:///C:/wikipedia-schools-3.0.1/wp/m/Middle_Ages.htm,1101,,,,,,,1063,216,,0x808080ff,0,0,0,0,0,0,0,0,216,216,0,0,0,0,0,0,410.84375,674.5,91,19,,
15:12:35:732,Multiple Confirm,13,0,1,4,2405,file:///C:/wikipedia-schools-3.0.1/wp/b/Byzantine_Empire.htm,711,,,,,,13,1457,222,,0x808080ff,0,0,0,0,0,0,0,0,222,0,222,0,0,0,0,0,476.4375,522.5,128,19,,
15:12:42:477,Multiple Confirm,13,0,1,6,4186,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Mathematics.htm,2333,,,,,,,1632,220,,0x808080ff,0,0,0,0,0,0,0,0,220,0,0,0,220,0,0,0,88.36573029,402.5,73,15,,
15:12:47:513,Multiple Confirm,13,0,1,5,2582,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.Portals.htm,916,,,,,,,1442,223,,0x808080ff,0,0,0,0,0,0,0,0,222,0,0,222,0,0,0,0,87.98381805,462.5,41,15,,
15:13:02:530,Multiple Confirm,13,0,1,3,12579,file:///C:/wikipedia-schools-3.0.1/wp/p/Portal%253AAncient_Egypt.htm,4360,,,,,,,7999,220,,0x808080ff,0,0,0,0,0,0,0,0,220,0,0,0,220,0,0,0,700.5,349.5,147,19,,
15:13:31:945,Multiple Confirm,13,0,0,1,26971,file:///C:/wikipedia-schools-3.0.1/wp/a/Ancient_Egypt.htm,,,,,,,,,26971,,0x808080ff,0,0,0,0,0,0,0,0,217,0,217,0,0,0,0,0,272,252.5,110,19,,
15:13:37:238,Multiple Confirm,13,0,1,1,2714,file:///C:/wikipedia-schools-3.0.1/wp/a/Arabic_language.htm,898,,,,,,,1591,224,,0x808080ff,0,0,0,0,0,0,0,0,223,0,223,0,0,0,0,0,542.15625,188.5,49,19,,
15:13:42:636,Multiple Confirm,13,0,1,7,2839,file:///C:/wikipedia-schools-3.0.1/wp/c/Chad.htm,1155,,,,,,,1457,225,,0x808080ff,0,0,0,0,0,0,0,0,225,0,225,0,0,0,0,0,946.9699707,423,37,16,,
15:13:47:026,Multiple Confirm,13,0,1,2,1864,file:///C:/wikipedia-schools-3.0.1/wp/d/Desert.htm,1044,,,,,,,596,224,,0x808080ff,0,0,0,0,0,0,0,0,223,0,223,0,0,0,0,0,670.875,340.5,47,19,,
15:13:53:353,Multiple Confirm,13,0,1,2,3869,file:///C:/wikipedia-schools-3.0.1/wp/d/Dune.htm,2097,,,,,,,1306,464,,0x808080ff,0,0,0,0,0,0,0,0,464,464,0,0,0,0,0,0,686.3984375,768.5,89,19,,
15:14:00:303,Multiple Confirm,13,0,1,6,4489,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.htm,1422,,,,,,,2846,220,,0x808080ff,0,0,0,0,0,0,0,0,220,0,0,0,220,0,0,0,87.97486877,442.5,41,15,,
15:14:05:229,Multiple Confirm,13,0,1,1,2474,file:///C:/wikipedia-schools-3.0.1/wp/index/subject.People.Chemists.htm,1299,,,,,,,955,218,,0x808080ff,0,0,0,0,0,0,0,0,218,218,0,0,0,0,0,0,848.9912109,513,57,14,,
